Image1,Image2,Rezult,Path 1, Path 2
a1.jpg,b1.jpg,1.8838206050073363,C:\Users\ir3al\Desktop\aaa_img\a1.jpg,C:\Users\ir3al\Desktop\aaa_img2\b1.jpg
a6.jpg,b6.jpg,1.828833558614258,C:\Users\ir3al\Desktop\aaa_img\a6.jpg,C:\Users\ir3al\Desktop\aaa_img2\b6.jpg
a2.jpg,b2.jpg,1.6639620987175172,C:\Users\ir3al\Desktop\aaa_img\a2.jpg,C:\Users\ir3al\Desktop\aaa_img2\b2.jpg
a5.jpg,b5.jpg,1.650417599293293,C:\Users\ir3al\Desktop\aaa_img\a5.jpg,C:\Users\ir3al\Desktop\aaa_img2\b5.jpg
a4.jpg,b4.png,1.5136680157601414,C:\Users\ir3al\Desktop\aaa_img\a4.jpg,C:\Users\ir3al\Desktop\aaa_img2\b4.png
a3.jpg,b3.jpg,1.3299334401558873,C:\Users\ir3al\Desktop\aaa_img\a3.jpg,C:\Users\ir3al\Desktop\aaa_img2\b3.jpg
a7.jpg,b7.jpg,0.0,C:\Users\ir3al\Desktop\aaa_img\a7.jpg,C:\Users\ir3al\Desktop\aaa_img2\b7.jpg
